Listing Office - Office Name,List Agent - Agent Name,Price,Status,Address,City,MLS #,Property Type,State,County,Date - MLS List,Bedrooms - Total,Baths - Total,SqFtTotFn,DOM,Assessment Amount,Assessment Year,Price - Closed,Price - List,PicCount, Price - Original , Tax - Gross Amount ,Date - Closed,Lot - Acres,Garage Type,Year Built,Total Stories,Surveyed,Showing Service,Seasonal,Water Body Type,Water Frontage Length,Short Sale,Rooms - Total,Rented,Garage Capacity,Garage,Foreclosed/Bank-Owned/REO,Flood Zone,Easements,Development / Subdivision,Current Use,Covenants,Common Land Acres,Basement Access Type,Basement
Seth Warren Real Estate,Seth Warren,"$230,000",CL,133 Yale Heights,West Windsor,4227006,Single Family,VT,VT-Windsor,4/4/2013,3,3,"1,400",1,,,"$230,000","$249,000",12,"249,000","4,254",5/29/2013,5,Attached,1987,2,Yes,,No,Brook,150,,8,,2,Yes,No,No,,,No,Yes,,Walk-up,Yes
Town and Country Realty,Amy S Messina,"$92,500",CL,603 Mountain Edge,West Windsor,4228779,Condo,VT,VT-Windsor,4/9/2013,3,3,"1,832",183,"$150,100",,"$92,500","$99,900",3,"141,500","2,397",11/7/2013,0,,1985,1.5,Unknown,,No,,,,5,,0,No,No,Unknown,,Ascutney Mountain Resort,No,Yes,,,No
Seth Warren Real Estate,Seth Warren,"$400,000",CL,4049 Hartland Brownsville Road,West Windsor,4229659,Single Family,VT,VT-Windsor,4/15/2013,4,3,"2,800",52,,,"$400,000","$490,000",16,"490,000","8,336",7/31/2013,47.5,Attached,1850,2,Unknown,,No,Pond,"2,000",,10,,3,Yes,No,No,,,Yes,No,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$110,000",CL,305 MOUNTAINS EDGE,West Windsor,4233323,Condo,VT,VT-Windsor,4/29/2013,3,3,"1,600",76,,,"$110,000","$119,000",10,"119,000","2,397",9/23/2013,17,,1986,2,Yes,,No,,,,7,,0,No,No,No,,,No,Yes,,,No
Seth Warren Real Estate,Seth Warren,"$109,000",CL,405 Mountain Edge Road,West Windsor,4237432,Condo,VT,VT-Windsor,5/13/2013,3,3,"1,600",94,,,"$109,000","$119,000",9,"119,000","2,197",9/20/2013,17,,1986,2,Yes,,No,,,,7,,0,No,No,No,,,No,Yes,,,No
Seth Warren Real Estate,Seth Warren,"$150,000",CL,511 Mountain Edge Drive,West Windsor,4239422,Condo,VT,VT-Windsor,5/20/2013,3,3,"1,600",82,,,"$150,000","$169,000",14,"169,000","2,397",9/16/2013,17,,1986,2,Yes,,No,,,,7,,0,No,No,No,,,No,Yes,,,No
Bean Group / Vermont,Mark Roden,"$320,000",CL,1610 Blood Hill Road,West Windsor,4240921,Single Family,VT,VT-Windsor,5/25/2013,3,3,"2,978",592,"$384,400",2013,"$320,000","$319,000",30,"429,000","7,914",2/20/2015,1.86,Attached,1972,2,Unknown,,No,,,No,9,,2,Yes,No,Unknown,,Windsor Meadows,No,Yes,,Interior,Yes
Seth Warren Real Estate,Seth Warren,"$445,750",CL,729 Jewett Road,West Windsor,4242324,Single Family,VT,VT-Windsor,5/31/2013,5,4,"4,000",279,,,"$445,750","$480,000",23,"480,000","8,937",4/4/2014,31.4,Attached,1986,2,Yes,,No,,,No,11,,3,Yes,No,No,,,No,Yes,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$449,500",CL,788 Bible Hill Road,West Windsor,4246363,Single Family,VT,VT-Windsor,6/14/2013,4,3,"2,750",218,,,"$449,500","$495,000",24,"535,000","9,844",2/27/2014,5,Attached,1996,2.5,Unknown,,No,,,No,9,,2,Yes,No,No,,,No,No,,Interior,Yes
Dark Horse Realty,Dana S Waters,"$500,000",CL,786 Bannister,West Windsor,4246880,Single Family,VT,VT-Windsor,6/17/2013,3,3,"4,332",471,"$735,400",2011,"$500,000","$589,000",18,"650,000","12,444",4/6/2015,26.18,Attached,2004,1,Yes,,No,,,No,7,,2,Yes,No,No,Yes,,No,Yes,,Interior,Yes
Seth Warren Real Estate,Seth Warren,"$250,000",CL,1696 Sheddsville,West Windsor,4253744,Single Family,VT,VT-Windsor,7/10/2013,3,3,"2,760",64,"$422,100",,"$250,000","$264,500",11,"289,900","6,922",11/1/2013,15.75,Attached,1999,1,Yes,,No,,,,8,,2,Yes,No,No,,,No,No,,Walkout,Yes
Dark Horse Realty,Dana S Waters,"$275,000",CL,1253 Banister Rd,West Windsor,4253734,Single Family,VT,VT-Windsor,7/11/2013,3,3,"2,928",6,"$410,700",2013,"$275,000","$275,000",20,"275,000","6,735",8/29/2013,9.33,Attached,1986,1,Yes,,No,,,,8,,2,Yes,No,No,,,No,No,,Walkout,Yes
Snyder Donegan Real Estate Group,David Donegan,"$975,000",CL,1851 Silver Hill Road,West Windsor,4255898,Single Family,VT,VT-Windsor,7/19/2013,3,1,"1,800",200,,,"$975,000","$1,450,000",25,"1,200,000","26,612",3/11/2014,278.63,,1870,2,Yes,,No,Pond,,No,7,,0,No,No,No,,,Yes,No,,Walk-up,Yes
Seth Warren Real Estate,Seth Warren,"$249,000",CL,364 Seems Road,West Windsor,4259637,Single Family,VT,VT-Windsor,8/5/2013,3,2,"2,000",2,"$245,500",2013,"$249,000","$249,000",12,"249,000","5,184",9/19/2013,2.19,Attached,1985,1.5,Yes,,No,,,,8,,2,Yes,No,No,,,No,No,,Walk-up,Yes
Montshire Properties,Phyllis Morris,"$104,000",CL,207 Mountain Edge,West Windsor,4305874,Condo,VT,VT-Windsor,8/16/2013,3,3,"1,641",60,,,"$104,000","$119,000",10,"119,000","2,063",12/5/2013,0,,1986,2,Yes,,No,,,,6,,0,No,No,No,,,No,Unknown,,Interior,Yes
Northern Pines Realty,house,"$385,000",CL,5582 Rush Meadow RD,West Windsor,4312245,Single Family,VT,VT-Windsor,8/28/2013,4,3,"2,632",370,,,"$385,000","$449,000",22,"449,000","7,610",10/17/2014,8.7,,1971,1.5,Unknown,,No,,,No,7,,0,No,No,No,,,No,No,,Interior,Yes
Seth Warren Real Estate,Seth Warren,"$300,000",CL,1081 Coon Club Road,West Windsor,4314814,Single Family,VT,VT-Windsor,9/10/2013,4,2,"1,680",67,,,"$300,000","$399,000",7,"399,000","7,504",12/18/2013,40,Attached,1913,2,No,,No,,,,8,,2,Yes,No,No,,,No,No,,Interior,Yes
Dark Horse Realty,Dana S Waters,"$208,000",CL,292 Village Lane S-36,West Windsor,4315597,Single Family,VT,VT-Windsor,9/14/2013,3,3,"2,451",688,"$262,200",2012,"$208,000","$250,000",16,"290,000","4,735",8/21/2015,1,Under,2008,2.5,Yes,,No,,,No,7,,2,Yes,No,No,,,,Yes,,Interior,Yes
Williamson Group Sothebys Intl. Realty,Laird Bradley,"$600,000",CL,344 Cemetery,West Windsor,4315651,Single Family,VT,VT-Windsor,9/16/2013,3,1,"2,200",606,"$578,400",2012,"$600,000","$775,000",16,"850,000","10,917",7/1/2015,90.87,,1900,1.5,Yes,,No,Pond,,No,6,,0,No,No,No,,,,No,0,Interior,Yes
Seth Warren Real Estate,Seth Warren,"$117,000",CL,409 Mountains Edge,West Windsor,4320163,Condo,VT,VT-Windsor,10/9/2013,3,3,"1,836",138,"$116,400",2013,"$117,000","$119,900",8,"119,900","2,397",4/4/2014,18,,1985,2,Unknown,,No,,,No,7,,0,No,No,No,,,,Unknown,18,,No
Seth Warren Real Estate,Seth Warren,"$110,000",CL,611 Moutains Edge,West Windsor,4320663,Condo,VT,VT-Windsor,10/11/2013,3,3,"1,600",55,,,"$110,000","$119,000",10,"119,000","2,397",1/17/2014,17,,1986,2,Yes,,No,,,,6,,0,No,No,No,,,No,Yes,,,No
Town and Country Realty,Don Chabot,"$124,900",CL,212 Mtn. Edge,West Windsor,4323510,Condo,VT,VT-Windsor,10/29/2013,4,3,"1,605",34,"$132,100",2013,"$124,900","$124,900",15,"124,900","2,302",2/14/2014,0,,1984,2,Unknown,,No,,,No,8,,0,No,No,No,,,No,Yes,,,No
Northern Pines Realty,house,"$236,500",CL,3328 Brownsville Hartland Rd,West Windsor,4324434,Single Family,VT,VT-Windsor,11/5/2013,4,3,"2,100",385,,,"$236,500","$266,450",10,"277,482","4,834",12/22/2014,8.33,Detached,1840,1.5,Yes,,No,,,No,9,,2,Yes,No,No,,,No,Unknown,,Interior,Yes
Dark Horse Realty,Dana S Waters,"$168,500",CL,883 Ski Tow,West Windsor,4328762,Single Family,VT,VT-Windsor,12/10/2013,3,3,"1,386",69,"$191,800",2011,"$168,500","$180,000",11,"180,000","3,762",3/28/2014,0.3,Detached,1970,1,Yes,,No,,,No,6,,2,Yes,No,No,,,No,Yes,,Walkout,Yes
Dark Horse Realty,Dana S Waters,"$162,000",CL,1550 Brownsville-Hartland Rd,West Windsor,4329005,Single Family,VT,VT-Windsor,12/11/2013,2,1,"1,056",1,"$180,600",2011,"$162,000","$184,500",15,"184,500","3,305",12/12/2013,1.75,,1950,1.5,No,None,No,Brook,,,5,,0,No,No,No,,,No,No,,,No
Williamson Group Sothebys Intl. Realty,Danny Kogut,"$500,000",CL,23 Corliss Farm Road,West Windsor,4334863,Single Family,VT,VT-Windsor,2/2/2014,4,3,"4,090",555,,,"$500,000","$499,900",32,"715,000","12,900",9/25/2015,5.02,Under,2006,2.5,Yes,,No,,,No,10,,2,Yes,No,No,,,,Yes,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$300,000",CL,188 Cemetery Road,West Windsor,4335906,Single Family,VT,VT-Windsor,2/7/2014,3,4,"2,200",92,,,"$300,000","$299,900",14,"349,000","8,004",7/25/2014,5.13,Attached,1840,1.5,Yes,,No,,,No,9,,2,Yes,No,No,,,No,No,,Walk-up,Yes
Seth Warren Real Estate,Seth Warren,"$193,000",CL,409 Skyhawk Lane,West Windsor,4336627,Single Family,VT,VT-Windsor,2/11/2014,3,3,"1,800",9,,0,"$193,000","$199,000",14,"199,000","4,363",3/24/2014,0.9,Under,1973,3,Yes,,No,,,No,7,,2,Yes,No,No,,,,Yes,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$98,000",CL,110 Mountains Edge,West Windsor,4341186,Condo,VT,VT-Windsor,3/12/2014,3,3,"1,600",459,,,"$98,000","$119,000",9,"129,900","2,303",7/6/2015,17,,1986,2,Yes,,No,,,No,7,,0,No,No,No,,,,Yes,,,No
Williamson Group Sothebys Intl. Realty,Danny Kogut,"$430,000",CL,11 W Rowe Hill Road,West Windsor,4344774,Single Family,VT,VT-Windsor,4/1/2014,3,3,"2,802",82,,,"$430,000","$479,000",21,"479,000","8,171",9/5/2014,19.2,Detached,1987,2,Unknown,,No,,,No,9,,2,Yes,No,Unknown,,,,No,,Interior,Yes
Robert Wallace Real Estate,Robert S Wallace,"$460,000",CL,3894 Rush Meadow Rd,West Windsor,4353229,Single Family,VT,VT-Windsor,5/6/2014,4,2,"2,000",21,,,"$460,000","$469,000",24,"469,000","8,505",8/29/2014,38.5,Attached,1900,1.5,Yes,,No,,,No,8,,1,Yes,No,Unknown,,,,No,,Interior,Yes
Seth Warren Real Estate,Seth Warren,"$115,000",CL,101 Mountain Edge,West Windsor,4355489,Condo,VT,VT-Windsor,5/14/2014,3,3,"1,600",100,,,"$115,000","$119,000",11,"129,000","2,250",1/23/2015,17,,2006,2,Yes,,No,,,No,6,,0,No,No,No,,,,Yes,,,No
Seth Warren Real Estate,Seth Warren,"$195,000",CL,57 Spruce Way,West Windsor,4359623,Single Family,VT,VT-Windsor,5/29/2014,4,3,"1,700",182,,,"$195,000","$199,900",17,"229,000","3,733",1/23/2015,3.1,,1977,2,Yes,,No,,,No,8,,0,No,No,No,,,,Yes,,,No
Williamson Group Sothebys Intl. Realty,Carol Wood,"$700,000",CL,48 Coaching Lane Ext.,West Windsor,4363293,Single Family,VT,VT-Windsor,6/10/2014,5,4,"5,940",69,,,"$700,000","$740,000",36,"740,000","12,989",10/12/2014,4.79,Attached,1990,2.5,Yes,,No,,,No,10,,3,Yes,No,No,,,,No,,Walkout,Yes
Williamson Group Sothebys Intl. Realty,Danny Kogut,"$360,000",CL,198 Yale Heights Road,West Windsor,4381643,Single Family,VT,VT-Windsor,9/3/2014,3,3,"2,356",84,"$333,400",2013,"$360,000","$395,000",24,"395,000","6,293",1/23/2015,9.31,Attached,1983,2,Yes,,No,,,No,8,,2,Yes,No,No,,Yale Heights,,No,,Interior,Yes
Buffum Realty,Julie Buffum,"$171,000",CL,873 Cemetery Road,West Windsor,4386655,Single Family,VT,VT-Windsor,10/1/2014,4,2,"2,500",23,"$309,400",,"$171,000","$169,900",4,"169,900","5,104",12/23/2014,5.05,Attached,1850,2,Unknown,,No,,,No,9,,2,Yes,Yes,Unknown,,,Unknown,No,,Interior,Yes
Bonnie McPadden,House Agent,"$60,000",CL,505 Mountain Edge,West Windsor,4391861,Condo,VT,VT-Windsor,10/31/2014,3,3,"1,600",59,,,"$60,000","$69,900",1,"119,900","4,130",2/17/2015,0,,1986,2,Unknown,,No,,,No,7,,1,Yes,Yes,Unknown,,,,Unknown,,,No
Seth Warren Real Estate,Seth Warren,"$446,250",CL,101 Bascom Farm Drive,West Windsor,4394269,Single Family,VT,VT-Windsor,11/21/2014,3,3,"2,650",251,,,"$446,250","$495,000",33,"495,000","9,695",9/21/2015,6.57,Attached,2001,2,Yes,,No,,,No,8,,2,Yes,No,No,,,,Yes,,Walk-up,Yes
Seth Warren Real Estate,Seth Warren,"$85,000",CL,A3 Moutain Side Condominiums,West Windsor,4395276,Condo,VT,VT-Windsor,12/3/2014,2,2,"1,300",147,,,"$85,000","$89,900",12,"89,900","1,755",5/29/2015,7,,1978,2,Yes,,No,,,No,5,,0,No,No,No,,,,Yes,,,No
Buffum Realty,Julie Buffum,"$265,000",CL,1280 Coon Club Road,West Windsor,4397808,Single Family,VT,VT-Windsor,12/31/2014,4,3,"2,133",92,"$390,200",,"$265,000","$299,900",14,"314,900","6,179",4/6/2015,21.02,Attached,1850,2,Yes,,No,Pond,,No,9,,1,Yes,Yes,Unknown,Yes,,No,Unknown,,Interior,Yes
Seth Warren Real Estate,Seth Warren,"$170,000",CL,511 Mountains Edge Condos,West Windsor,4401830,Condo,VT,VT-Windsor,2/3/2015,3,3,"1,600",0,,,"$170,000","$179,900",1,"179,900","2,397",3/27/2015,17,,1986,2,Yes,,No,,,No,7,,0,No,No,No,,,,Yes,,,No
Seth Warren Real Estate,Seth Warren,"$160,000",CL,123 Olmsted Drive,West Windsor,4407954,Single Family,VT,VT-Windsor,3/19/2015,3,3,"1,400",49,,,"$160,000","$169,000",9,"169,000","4,147",6/29/2015,1.34,,1994,1.75,Yes,,No,,,No,8,,0,No,No,No,,,,Yes,,Walkout,Yes
Williamson Group Sothebys Intl. Realty,Gretchjen Smith,"$275,000",CL,144 Churchill Road,West Windsor,4412332,Single Family,VT,VT-Windsor,4/9/2015,3,3,"2,140",161,,,"$275,000","$299,000",27,"335,000","6,366",11/6/2015,2.64,Under,1970,2,Yes,,No,,,No,7,,1,Yes,No,No,,,,No,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$120,000",CL,290 Village Lane,West Windsor,4413729,Single Family,VT,VT-Windsor,4/15/2015,2,2,"1,300",50,,,"$120,000","$165,000",12,"165,000","3,616",8/4/2015,1,,1978,2,Yes,,No,,,No,5,,0,No,No,No,,,,Yes,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$400,000",CL,320 Farm Road,West Windsor,4416193,Single Family,VT,VT-Windsor,4/25/2015,3,2,"1,600",85,,,"$400,000","$425,000",36,"425,000","7,461",8/7/2015,29.9,Detached,2003,2,Yes,,No,,,No,7,,4,Yes,No,No,,,,No,,Walkout,Yes
Century 21 Highview Realty,Steve Floyd,"$31,500",CL,295 Hotel Road,West Windsor,4417017,Condo,VT,VT-Windsor,4/28/2015,3,3,"1,672",220,,2013,"$31,500","$65,000",10,"82,000","2,739",12/7/2015,0,,1995,1.5,Unknown,,Unknown,,,No,6,,0,No,Yes,Unknown,,,,Unknown,,,No
Seth Warren Real Estate,Seth Warren,"$610,000",CL,1779 Bible Hill Road,West Windsor,4419297,Single Family,VT,VT-Windsor,5/6/2015,4,3,"5,242",482,,,"$610,000","$629,000",28,"799,000","13,129",9/30/2016,10.07,Attached,2007,2,Yes,,No,,,No,9,,2,Yes,No,No,,,No,No,,Walkout,Yes
Buffum Realty,Julie Buffum,"$16,000",CL,295 Hotel Road,West Windsor,4421844,Condo,VT,VT-Windsor,5/13/2015,3,3,"1,600",103,,2014,"$16,000","$27,200",11,"37,200","3,214",10/27/2015,0.01,,1992,2,Unknown,,No,,,No,6,,0,No,Yes,No,,,,Unknown,,,No
Town and Country Realty,Don Chabot,"$27,500",CL,0 Cowshed Trail,West Windsor,4421834,Single Family,VT,VT-Windsor,5/15/2015,1,0,600,25,,,"$27,500","$29,900",12,"29,900","1,255",7/31/2015,3,,1970,1,Unknown,,Yes,,0,No,3,,0,No,No,No,,,No,No,,,No
Seth Warren Real Estate,Seth Warren,"$116,000",CL,505 Mountain Edge,West Windsor,4423754,Condo,VT,VT-Windsor,5/21/2015,3,3,"1,600",7,,,"$116,000","$119,900",14,"199,900","2,197",7/10/2015,17,,1986,2,Yes,,No,,,No,7,,0,No,No,No,,,,Yes,,,No
Snyder Donegan Real Estate Group,David Donegan,"$445,000",CL,5434 Rush Meadow Road,West Windsor,4427014,Single Family,VT,VT-Windsor,6/2/2015,3,3,"3,078",529,"$497,000",,"$445,000","$469,900",29,"524,900","10,233",2/7/2017,6.71,Attached,2003,2,Yes,,No,,,No,8,,2,Yes,No,No,,,,No,,Interior,Yes
Seth Warren Real Estate,Seth Warren,"$139,200",CL,2015 VT Rt 44,West Windsor,4427709,Single Family,VT,VT-Windsor,6/4/2015,3,1,"1,100",3,,,"$139,200","$135,000",10,"135,000","2,786",7/31/2015,2.65,,1960,1.5,Unknown,,No,,,No,6,,0,No,No,No,,,,Unknown,,Walk-up,Yes
Williamson Group Sothebys Intl. Realty,Carol Wood,"$195,000",CL,1177 Ski Tow Road,West Windsor,4429938,Single Family,VT,VT-Windsor,6/12/2015,4,3,"1,564",88,"$205,000",,"$195,000","$199,000",11,"212,000","4,231",10/28/2015,0.5,,1997,2,Unknown,,No,,,No,9,,0,No,No,No,,,No,Yes,,Walkout,Yes
Williamson Group Sothebys Intl. Realty,Danny Kogut,"$630,000",CL,191 Coon Club Rd,West Windsor,4430550,Single Family,VT,VT-Windsor,6/15/2015,3,3,"2,800",420,,,"$630,000","$759,000",33,"895,000","12,893",11/4/2016,34.8,Attached,1840,1.5,Yes,,No,,,No,7,,2,Yes,No,No,,,,No,,Interior,Yes
Dark Horse Realty,Dana S Waters,"$190,000",CL,1191 Ski Tow Road,West Windsor,4434159,Single Family,VT,VT-Windsor,6/29/2015,3,3,"2,169",304,"$213,200",2014,"$190,000","$207,000",18,"207,000","4,024",5/23/2016,0.5,Under,1978,1,Yes,,No,,,No,5,,1,Yes,No,No,,,No,Yes,,Walk-up,Yes
RE/MAX Upper Valley,Jeffery T Flynn,"$162,000",CL,30 Village Lane,West Windsor,4436514,Single Family,VT,VT-Windsor,7/8/2015,5,3,"3,848",163,,,"$162,000","$179,900",16,"194,900","4,562",1/19/2016,0.93,,1983,1,No,,No,,,No,10,,0,No,No,No,,Mt Ascutney,,Unknown,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$157,500",CL,178 East Rowe Hill Rd.,West Windsor,4443576,Single Family,VT,VT-Windsor,8/9/2015,3,2,"1,552",68,,,"$157,500","$185,000",15,"185,000","4,769",12/1/2015,4.1,Detached,1989,1.5,Yes,,No,,,No,6,,2,Yes,No,No,,,No,No,,Interior,Yes
"Walnut Hill Realty, LLC",Rebecca Sanford,"$375,000",CL,2134 Brownsville Hartland Road,West Windsor,4447545,Single Family,VT,VT-Windsor,8/27/2015,5,1,"2,000",5,"$431,200",,"$375,000","$375,000",22,"375,000","8,761",9/15/2015,101,,1800,2,Unknown,,No,,,No,9,,0,No,No,No,,,Yes,Unknown,,Walk-up,Yes
Dark Horse Realty,Dana S Waters,"$349,000",CL,456 Harrington Rd.,West Windsor,4447587,Single Family,VT,VT-Windsor,8/28/2015,3,3,"3,078",43,"$385,500",2013,"$349,000","$349,000",14,"399,000","7,276",11/30/2015,1.74,Attached,2005,1,Yes,,No,,,No,7,,2,Yes,No,No,,,No,No,,Interior,Yes
Seth Warren Real Estate,Seth Warren,"$100,000",CL,607 Mountain Edge,West Windsor,4447990,Condo,VT,VT-Windsor,8/31/2015,3,2,"1,600",4,,,"$100,000","$98,000",15,"98,000","2,197",10/2/2015,17,,1986,2,Yes,,No,,,No,7,,0,No,No,No,,,,Yes,,,No
Dark Horse Realty,Dana S Waters,"$100,000",CL,127 Mountains Edge Road,West Windsor,4447991,Condo,VT,VT-Windsor,8/31/2015,3,3,"1,614",397,,2014,"$100,000","$125,000",9,"135,000","1,891",11/14/2016,17,,1984,1.75,Yes,,No,,,No,6,,0,No,No,No,,,No,Yes,,,No
Seth Warren Real Estate,Seth Warren,"$97,500",CL,303 Mountain Edge,West Windsor,4448276,Condo,VT,VT-Windsor,9/1/2015,3,3,"1,600",163,,,"$97,500","$99,000",11,"99,000","2,197",2/29/2016,17,,1986,2,Yes,,No,,,No,7,,0,No,No,No,,,,Yes,,,No
Williamson Group Sothebys Intl. Realty,Danny Kogut,"$177,000",CL,1208 Route 44,West Windsor,4450196,Single Family,VT,VT-Windsor,9/11/2015,3,1,"1,144",153,,2011,"$177,000","$179,000",19,"179,000","2,646",4/8/2016,1,Under,1972,1,Yes,,No,,,No,6,,2,Yes,No,Unknown,,,No,No,,Walkout,Yes
Dark Horse Realty,Paula Waters,"$90,000",CL,571 Hammond Hill Rd,West Windsor,4450747,Single Family,VT,VT-Windsor,9/14/2015,1,1,864,2,,2013,"$90,000","$100,000",3,"100,000","4,041",11/5/2015,5.08,,1986,1.5,No,,No,,,No,4,,0,No,No,No,,,,No,,Walkout,Yes
"LandVest, Inc/Woodstock",T Story Jenks,"$1,182,500",CL,1337 Hammond Hill Road,West Windsor,4451995,Single Family,VT,VT-Windsor,9/21/2015,5,5,"5,376",408,,,"$1,182,500","$1,295,000",16,"1,675,000","21,241",1/17/2017,101.16,,1970,2,Yes,,No,,,No,8,,0,No,No,No,,,Yes,No,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$225,000",CL,670 Hammond Hill Road,West Windsor,4459065,Single Family,VT,VT-Windsor,11/3/2015,3,2,"2,800",134,,,"$225,000","$249,000",14,"299,000","7,766",5/11/2016,11,Attached,1940,2,Unknown,,No,,,No,7,,2,Yes,No,No,,,,Unknown,,Walkout,Yes
Williamson Group Sothebys Intl. Realty,Carol Wood,"$369,500",CL,3658 Route 44,West Windsor,4465461,Single Family,VT,VT-Windsor,1/5/2016,4,4,"3,740",7,"$468,900",2012,"$369,500","$399,000",17,"399,000","8,850",3/15/2016,16.2,Under,1987,4+,Yes,,No,,,No,11,,2,Yes,No,No,,,No,Yes,,Walkout,Yes
"Real Home Services and Solutions, Inc",Michael L Sweat,"$41,054",CL,359 US Route 5,West Windsor,4465578,Single Family,VT,VT-Windsor,1/6/2016,4,1,"1,425",76,"$118,590",2014,"$41,054","$41,500",5,"59,600","3,166",4/20/2016,0.3,,1953,1,Unknown,,No,,,No,7,,0,No,Yes,Unknown,,,,Unknown,,,No
RE/MAX Upper Valley,Jeffery T Flynn,"$137,000",CL,872 Ski Tow Road,West Windsor,4465661,Single Family,VT,VT-Windsor,1/6/2016,3,2,"1,315",107,,,"$137,000","$129,900",19,"144,900","3,336",6/17/2016,0.4,,1970,2,No,,No,,,No,6,,0,No,No,No,,,,Yes,,Interior,Yes
Dark Horse Realty,Dana S Waters,"$280,000",CL,77 Winding Rd,West Windsor,4466187,Single Family,VT,VT-Windsor,1/10/2016,4,2,"2,180",265,"$353,800",,"$280,000","$299,000",36,"345,000","7,284",11/28/2016,12.2,Detached,1988,2,Yes,,No,,,No,7,,2,Yes,No,No,,,No,Yes,,Interior,Yes
Dark Horse Realty,Paula Waters,"$75,000",CL,814 Ski Tow Rd,West Windsor,4472096,Condo,VT,VT-Windsor,2/19/2016,2,2,"1,012",138,,2015,"$75,000","$75,000",10,"90,000","1,572",10/24/2016,0,,1961,2,Yes,,No,,,No,5,,0,No,No,No,,,No,Yes,,,No
Seth Warren Real Estate,Seth Warren,"$90,000",CL,202 Mountains Edge,West Windsor,4472291,Condo,VT,VT-Windsor,2/22/2016,3,3,"1,500",161,,,"$90,000","$99,000",11,"125,900","2,110",8/26/2016,17,,1986,2,Yes,,No,,,No,7,,0,No,No,No,,,,Yes,,,No
Seth Warren Real Estate,Seth Warren,"$249,900",CL,247 Shattuck Hill Road,West Windsor,4477001,Single Family,VT,VT-Windsor,3/17/2016,4,2,"1,900",311,,,"$249,900","$249,900",19,"278,000","7,389",3/12/2017,16,,1980,2,No,,No,,,No,9,,0,No,No,No,,,,Unknown,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$105,000",CL,403 Mountains Edge,West Windsor,4486223,Condo,VT,VT-Windsor,4/28/2016,3,3,"1,600",138,,,"$105,000","$109,000",14,"125,000","2,197",10/28/2016,17,,1986,2,Yes,,No,,,No,7,,0,No,No,No,,,,Yes,,,No
Diamond Realty,Frank Provance,"$115,000",CL,95 Mountain Edge Road,West Windsor,4488466,Condo,VT,VT-Windsor,5/7/2016,3,3,"1,616",240,,,"$115,000","$125,000",32,"125,000","2,063",2/24/2017,0,,2008,2,Yes,,No,,,No,7,,0,No,No,No,,,,Yes,,Walk-up,Yes
Seth Warren Real Estate,Seth Warren,"$217,500",CL,1280 Coon Club Road,West Windsor,4490823,Single Family,VT,VT-Windsor,5/17/2016,4,3,"2,112",111,,,"$217,500","$229,000",25,"229,000","6,179",11/11/2016,5.02,Attached,1820,2,Yes,,No,,,No,9,,2,Yes,No,No,,,,Unknown,,Walkout,Yes
Seth Warren Real Estate,Seth Warren,"$383,000",CL,84 Parrish View Road,West Windsor,4492436,Single Family,VT,VT-Windsor,5/23/2016,2,2,"1,850",96,,,"$383,000","$399,000",30,"425,000","7,811",10/26/2016,10.17,Attached,2003,2,Yes,,No,,,No,6,,1,Yes,No,No,,,,Unknown,,Interior,Yes
Seth Warren Real Estate,Seth Warren,"$99,100",CL,C15 Deer Run,West Windsor,4494373,Condo,VT,VT-Windsor,6/1/2016,2,2,"1,150",18,,,"$99,100","$99,000",19,"99,000","1,961",8/19/2016,4,,1978,2,Yes,,No,,,No,6,,0,No,No,No,,,,Yes,,,No
Dark Horse Realty,Dana S Waters,"$99,000",CL,814 Ski Tow Road,West Windsor,4497817,Condo,VT,VT-Windsor,6/15/2016,3,2,"1,012",15,"$83,300",2015,"$99,000","$99,000",9,"99,000","1,572",10/28/2016,0,,1961,2,Yes,,No,,,No,6,,0,No,No,No,,,,Yes,,,No
"LandVest, Inc/Woodstock",T Story Jenks,"$1,250,000",CL,5106 Rush Meadow Rd,West Windsor,4500741,Single Family,VT,VT-Windsor,6/28/2016,4,3,"2,562",171,,,"$1,250,000","$1,425,000",17,"1,425,000","17,457",1/19/2017,49.04,Attached,1986,2,Yes,,No,,,No,7,,3,Yes,No,Unknown,,,,Unknown,,Interior,Yes
Bean Group / Vermont,Mark Roden,"$105,000",CL,101 Mountain Edge,West Windsor,4501751,Condo,VT,VT-Windsor,7/2/2016,3,3,"1,616",85,,,"$105,000","$112,000",27,"119,000","2,250",10/28/2016,0,,2007,2,Yes,,No,,,No,6,,0,No,No,No,,,,Yes,17,,No
Seth Warren Real Estate,Seth Warren,"$95,000",CL,604 Mountains Edge,West Windsor,4505968,Condo,VT,VT-Windsor,7/22/2016,3,3,"1,600",10,,,"$95,000","$95,000",10,"95,000","2,210",9/7/2016,17,,1986,2,Yes,,No,,,No,6,,0,No,No,No,,,,Yes,,,No
